,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,group_num,ppl_num,max_num,ticket_Earth55 Cancri e,ticket_EarthPSO J318.5-22,ticket_EarthTRAPPIST-1e,ticket_Europa55 Cancri e,ticket_EuropaPSO J318.5-22,ticket_EuropaTRAPPIST-1e,ticket_Mars55 Cancri e,ticket_MarsPSO J318.5-22,ticket_MarsTRAPPIST-1e,cabin_row,expense,sum_expense,cabin_class_A,cabin_class_B,cabin_class_C,cabin_class_D,cabin_class_E,cabin_class_F,cabin_class_G,cabin_class_T,cabin_side_P,cabin_side_S
662,0,19.0,0,164.0,0.0,783.0,0.0,0.0,0,0691,01,3,0,0,0,0,0,0,0,0,1,49,947.0,947.0,0,0,0,0,1,0,0,0,0,1
663,0,21.0,0,505.0,0.0,1952.0,0.0,0.0,0,0691,02,3,0,0,0,0,0,0,0,0,1,123,2457.0,2457.0,0,0,0,0,0,1,0,0,0,1
664,1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,0691,03,3,0,0,0,0,0,0,0,0,1,49,0.0,0.0,0,0,0,0,1,0,0,0,0,1
665,1,35.0,0,0.0,0.0,0.0,0.0,0.0,1,0693,01,2,0,0,0,1,0,0,0,0,0,27,0.0,0.0,0,0,1,0,0,0,0,0,0,1
666,0,34.0,0,0.0,3488.0,0.0,4343.0,38.0,0,0693,02,2,0,0,0,0,0,1,0,0,0,27,7869.0,7869.0,0,0,1,0,0,0,0,0,0,1
667,0,22.0,0,0.0,581.0,226.0,74.0,0.0,1,0696,01,1,0,0,1,0,0,0,0,0,0,107,881.0,881.0,0,0,0,0,0,0,1,0,0,1
668,0,24.0,0,21.0,0.0,689.0,12.0,0.0,1,0697,01,1,1,0,0,0,0,0,0,0,0,147,722.0,722.0,0,0,0,0,0,1,0,0,1,0
669,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,0699,01,2,0,0,0,0,0,0,1,0,0,126,0.0,0.0,0,0,0,0,0,1,0,0,0,1
670,0,24.0,0,2698.0,0.0,301.0,8.0,5.0,0,0699,02,2,0,0,0,0,0,0,1,0,0,24,3012.0,3012.0,0,0,0,1,0,0,0,0,0,1
671,1,33.0,0,0.0,0.0,0.0,0.0,0.0,1,0701,01,1,0,0,0,0,0,1,0,0,0,25,0.0,0.0,0,0,0,1,0,0,0,0,0,1
672,0,24.0,0,121.0,237.0,4.0,387.0,54.0,0,0702,01,1,0,0,1,0,0,0,0,0,0,127,803.0,803.0,0,0,0,0,0,1,0,0,0,1
673,1,18.0,0,0.0,0.0,0.0,0.0,0.0,1,0703,01,1,0,0,1,0,0,0,0,0,0,108,0.0,0.0,0,0,0,0,0,0,1,0,0,1
674,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0704,01,1,0,0,1,0,0,0,0,0,0,107,0.0,0.0,0,0,0,0,0,0,1,0,1,0
675,0,43.0,0,0.0,0.0,722.0,0.0,0.0,1,0705,01,1,1,0,0,0,0,0,0,0,0,149,722.0,722.0,0,0,0,0,0,1,0,0,1,0
676,1,44.0,0,0.0,0.0,0.0,0.0,0.0,1,0707,01,1,0,0,1,0,0,0,0,0,0,109,0.0,0.0,0,0,0,0,0,0,1,0,0,1
677,0,25.0,0,0.0,4949.0,0.0,452.0,15.0,1,0709,01,3,0,0,0,1,0,0,0,0,0,7,5416.0,5416.0,1,0,0,0,0,0,0,0,0,1
678,1,25.0,0,0.0,0.0,0.0,0.0,0.0,1,0709,02,3,0,0,0,1,0,0,0,0,0,7,0.0,0.0,1,0,0,0,0,0,0,0,0,1
679,1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,0709,03,3,0,0,0,1,0,0,0,0,0,7,0.0,0.0,1,0,0,0,0,0,0,0,0,1
680,0,23.0,0,1695.0,0.0,0.0,31.0,349.0,0,0710,01,1,0,0,0,0,0,0,0,0,1,42,2075.0,2075.0,0,0,0,0,1,0,0,0,1,0
681,0,20.0,0,457.0,0.0,170.0,1132.0,0.0,0,0712,01,2,0,0,0,0,0,0,0,0,1,150,1759.0,1759.0,0,0,0,0,0,1,0,0,1,0
682,1,2.0,0,0.0,0.0,0.0,0.0,0.0,1,0712,02,2,0,0,0,0,0,0,0,0,1,150,0.0,0.0,0,0,0,0,0,1,0,0,1,0
683,0,26.0,0,1577.0,2.0,0.0,30.0,0.0,0,0713,01,1,0,0,1,0,0,0,0,0,0,50,1609.0,1609.0,0,0,0,0,1,0,0,0,0,1
684,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0714,01,7,0,1,0,0,0,0,0,0,0,109,0.0,0.0,0,0,0,0,0,0,1,0,1,0
685,0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0714,02,7,0,0,1,0,0,0,0,0,0,109,0.0,0.0,0,0,0,0,0,0,1,0,1,0
686,0,12.0,0,0.0,0.0,0.0,0.0,0.0,1,0714,03,7,0,0,1,0,0,0,0,0,0,109,0.0,0.0,0,0,0,0,0,0,1,0,1,0
687,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0,0714,04,7,0,1,0,0,0,0,0,0,0,109,0.0,0.0,0,0,0,0,0,0,1,0,1,0
688,1,25.0,0,0.0,0.0,0.0,0.0,0.0,0,0714,05,7,0,1,0,0,0,0,0,0,0,109,0.0,0.0,0,0,0,0,0,0,1,0,1,0
689,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1,0714,06,7,1,0,0,0,0,0,0,0,0,109,0.0,0.0,0,0,0,0,0,0,1,0,1,0
690,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0714,07,7,1,0,0,0,0,0,0,0,0,109,0.0,0.0,0,0,0,0,0,0,1,0,1,0
691,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1,0715,01,1,0,0,0,1,0,0,0,0,0,43,0.0,0.0,0,0,0,0,1,0,0,0,1,0
692,0,21.0,0,521.0,0.0,4.0,261.0,1.0,0,0718,01,1,0,0,1,0,0,0,0,0,0,43,787.0,787.0,0,0,0,0,1,0,0,0,1,0
693,0,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0719,01,1,0,0,0,0,0,0,0,0,1,44,0.0,0.0,0,0,0,0,1,0,0,0,1,0
694,0,24.0,0,0.0,23.0,0.0,184.0,2566.0,0,0724,01,1,0,1,0,0,0,0,0,0,0,132,2773.0,2773.0,0,0,0,0,0,1,0,0,0,1
695,1,20.0,0,0.0,0.0,0.0,0.0,0.0,0,0726,01,1,0,0,1,0,0,0,0,0,0,111,0.0,0.0,0,0,0,0,0,0,1,0,1,0
696,0,23.0,0,139.0,0.0,1.0,152.0,354.0,1,0727,01,1,0,0,1,0,0,0,0,0,0,133,646.0,646.0,0,0,0,0,0,1,0,0,0,1
697,0,29.0,0,0.0,0.0,2.0,786.0,594.0,1,0728,01,1,1,0,0,0,0,0,0,0,0,134,1382.0,1382.0,0,0,0,0,0,1,0,0,0,1
698,0,14.0,0,7.0,781.0,0.0,0.0,0.0,1,0729,01,1,0,0,1,0,0,0,0,0,0,53,788.0,788.0,0,0,0,0,1,0,0,0,0,1
699,0,19.0,0,0.0,714.0,2.0,0.0,0.0,0,0732,01,1,0,0,1,0,0,0,0,0,0,153,716.0,716.0,0,0,0,0,0,1,0,0,1,0
700,0,23.0,0,0.0,38.0,88.0,4.0,561.0,0,0733,01,1,1,0,0,0,0,0,0,0,0,153,691.0,691.0,0,0,0,0,0,1,0,0,1,0
701,0,62.0,0,712.0,2.0,322.0,0.0,517.0,0,0734,01,1,0,0,1,0,0,0,0,0,0,154,1553.0,1553.0,0,0,0,0,0,1,0,0,1,0
702,0,23.0,0,0.0,0.0,484.0,188.0,0.0,0,0736,01,1,0,0,1,0,0,0,0,0,0,156,672.0,672.0,0,0,0,0,0,1,0,0,1,0
703,0,65.0,0,0.0,835.0,0.0,38.0,0.0,0,0737,01,1,0,0,0,1,0,0,0,0,0,28,873.0,873.0,0,0,1,0,0,0,0,0,0,1
704,1,47.0,0,0.0,0.0,0.0,0.0,0.0,1,0738,01,1,0,0,0,0,0,0,0,0,1,157,0.0,0.0,0,0,0,0,0,1,0,0,1,0
705,0,67.0,0,76.0,16.0,0.0,2247.0,1166.0,0,0740,01,3,0,0,0,1,0,0,0,0,0,24,3505.0,3505.0,0,0,1,0,0,0,0,0,1,0
706,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,0740,02,3,0,0,0,1,0,0,0,0,0,24,0.0,0.0,0,0,1,0,0,0,0,0,1,0
707,0,41.0,0,3594.0,3425.0,0.0,0.0,58.0,0,0740,03,3,0,0,0,0,0,1,0,0,0,24,7077.0,7077.0,0,0,1,0,0,0,0,0,1,0
708,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,0743,01,1,0,0,1,0,0,0,0,0,0,111,0.0,0.0,0,0,0,0,0,0,1,0,0,1
709,1,19.0,0,0.0,0.0,0.0,0.0,0.0,0,0746,01,1,0,0,1,0,0,0,0,0,0,112,0.0,0.0,0,0,0,0,0,0,1,0,0,1
710,0,22.0,0,15.0,142.0,0.0,41.0,493.0,0,0750,01,1,1,0,0,0,0,0,0,0,0,140,691.0,691.0,0,0,0,0,0,1,0,0,0,1
711,1,34.0,0,0.0,0.0,0.0,0.0,0.0,1,0753,01,3,0,0,0,1,0,0,0,0,0,4,0.0,0.0,1,0,0,0,0,0,0,0,1,0
712,0,65.0,0,19.0,1344.0,4.0,3190.0,8.0,0,0753,02,3,0,0,0,1,0,0,0,0,0,4,4565.0,4565.0,1,0,0,0,0,0,0,0,1,0
713,1,42.0,0,0.0,0.0,0.0,0.0,0.0,1,0753,03,3,0,0,0,1,0,0,0,0,0,4,0.0,0.0,1,0,0,0,0,0,0,0,1,0
714,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,0754,01,1,0,0,0,1,0,0,0,0,0,31,0.0,0.0,0,0,0,1,0,0,0,0,1,0
715,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1,0756,01,3,0,0,0,1,0,0,0,0,0,27,0.0,0.0,0,1,0,0,0,0,0,0,0,1
716,0,34.0,0,47.0,287.0,0.0,4302.0,0.0,0,0756,02,3,0,0,0,0,0,1,0,0,0,27,4636.0,4636.0,0,1,0,0,0,0,0,0,0,1
717,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,0756,03,3,0,0,0,0,0,1,0,0,0,27,0.0,0.0,0,1,0,0,0,0,0,0,0,1
718,0,67.0,0,1.0,0.0,5.0,1022.0,151.0,0,0757,01,1,0,0,0,0,0,0,1,0,0,33,1179.0,1179.0,0,0,0,1,0,0,0,0,1,0
719,0,33.0,0,0.0,3879.0,0.0,48.0,67.0,1,0761,01,1,0,0,0,0,1,0,0,0,0,26,3994.0,3994.0,0,0,1,0,0,0,0,0,1,0
720,1,30.0,0,0.0,0.0,0.0,0.0,0.0,0,0762,01,1,0,1,0,0,0,0,0,0,0,114,0.0,0.0,0,0,0,0,0,0,1,0,0,1
721,1,22.0,0,0.0,0.0,0.0,0.0,0.0,0,0764,01,1,0,0,1,0,0,0,0,0,0,115,0.0,0.0,0,0,0,0,0,0,1,0,0,1
722,0,35.0,0,1248.0,0.0,55.0,12.0,0.0,1,0765,01,2,0,0,0,0,0,0,0,1,0,142,1315.0,1315.0,0,0,0,0,0,1,0,0,0,1
723,0,23.0,0,755.0,0.0,121.0,0.0,0.0,0,0765,02,2,0,0,0,0,0,0,0,0,1,142,876.0,876.0,0,0,0,0,0,1,0,0,0,1
724,0,49.0,0,0.0,6.0,679.0,15.0,187.0,0,0767,01,1,0,0,1,0,0,0,0,0,0,116,887.0,887.0,0,0,0,0,0,0,1,0,0,1
725,0,36.0,0,29.0,12180.0,0.0,93.0,17306.0,0,0768,01,2,0,0,0,1,0,0,0,0,0,32,29608.0,29608.0,0,1,0,0,0,0,0,0,1,0
726,1,31.0,0,0.0,0.0,0.0,0.0,0.0,1,0768,02,2,0,0,0,0,0,1,0,0,0,32,0.0,0.0,0,1,0,0,0,0,0,0,1,0
727,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1,0769,01,1,0,0,0,1,0,0,0,0,0,28,0.0,0.0,0,1,0,0,0,0,0,0,0,1
728,1,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0770,01,6,0,0,1,0,0,0,0,0,0,117,0.0,0.0,0,0,0,0,0,0,1,0,0,1
729,0,52.0,0,0.0,715.0,0.0,170.0,0.0,0,0770,02,6,0,0,1,0,0,0,0,0,0,117,885.0,885.0,0,0,0,0,0,0,1,0,0,1
730,1,54.0,0,0.0,0.0,0.0,0.0,0.0,0,0770,03,6,0,0,1,0,0,0,0,0,0,117,0.0,0.0,0,0,0,0,0,0,1,0,0,1
731,1,10.0,0,0.0,0.0,0.0,0.0,0.0,0,0770,04,6,0,1,0,0,0,0,0,0,0,117,0.0,0.0,0,0,0,0,0,0,1,0,0,1
732,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0770,05,6,1,0,0,0,0,0,0,0,0,117,0.0,0.0,0,0,0,0,0,0,1,0,0,1
733,1,7.0,0,0.0,0.0,0.0,0.0,0.0,1,0770,06,6,0,1,0,0,0,0,0,0,0,117,0.0,0.0,0,0,0,0,0,0,1,0,0,1
734,1,25.0,0,0.0,0.0,0.0,0.0,0.0,0,0771,01,1,0,0,1,0,0,0,0,0,0,112,0.0,0.0,0,0,0,0,0,0,1,0,1,0
735,0,37.0,0,0.0,16.0,325.0,4476.0,1359.0,0,0772,01,4,0,0,0,1,0,0,0,0,0,56,6176.0,6176.0,0,0,0,0,1,0,0,0,0,1
736,1,15.0,0,0.0,0.0,0.0,0.0,0.0,1,0772,02,4,0,0,0,1,0,0,0,0,0,56,0.0,0.0,0,0,0,0,1,0,0,0,0,1
737,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,0772,03,4,0,0,0,0,0,1,0,0,0,56,0.0,0.0,0,0,0,0,1,0,0,0,0,1
738,0,7.0,0,0.0,0.0,0.0,0.0,0.0,1,0772,04,4,0,0,0,1,0,0,0,0,0,56,0.0,0.0,0,0,0,0,1,0,0,0,0,1
739,0,30.0,0,558.0,4.0,0.0,175.0,0.0,0,0773,01,1,0,0,1,0,0,0,0,0,0,143,737.0,737.0,0,0,0,0,0,1,0,0,0,1
740,0,19.0,0,0.0,2.0,1399.0,0.0,18.0,1,0776,01,1,0,0,1,0,0,0,0,0,0,161,1419.0,1419.0,0,0,0,0,0,1,0,0,1,0
741,0,30.0,0,0.0,3004.0,0.0,1018.0,0.0,0,0777,01,1,0,0,0,0,0,1,0,0,0,5,4022.0,4022.0,1,0,0,0,0,0,0,0,1,0
742,0,21.0,0,562.0,2.0,0.0,0.0,11.0,0,0779,01,1,0,1,0,0,0,0,0,0,0,162,575.0,575.0,0,0,0,0,0,1,0,0,1,0
743,0,21.0,0,14.0,33.0,0.0,3.0,467.0,0,0781,01,1,0,1,0,0,0,0,0,0,0,118,517.0,517.0,0,0,0,0,0,0,1,0,0,1
744,1,59.0,0,0.0,0.0,0.0,0.0,0.0,1,0782,01,1,0,0,0,0,0,0,0,0,1,163,0.0,0.0,0,0,0,0,0,1,0,0,1,0
745,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0784,01,1,0,0,0,1,0,0,0,0,0,33,0.0,0.0,0,0,1,0,0,0,0,0,0,1
746,0,32.0,0,713.0,0.0,2.0,0.0,1.0,0,0785,01,1,0,0,1,0,0,0,0,0,0,165,716.0,716.0,0,0,0,0,0,1,0,0,1,0
747,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0786,01,1,0,0,1,0,0,0,0,0,0,113,0.0,0.0,0,0,0,0,0,0,1,0,1,0
748,1,7.0,0,0.0,0.0,0.0,0.0,0.0,0,0787,01,1,0,0,1,0,0,0,0,0,0,114,0.0,0.0,0,0,0,0,0,0,1,0,1,0
749,0,16.0,0,797.0,0.0,0.0,0.0,0.0,0,0788,01,1,1,0,0,0,0,0,0,0,0,166,797.0,797.0,0,0,0,0,0,1,0,0,1,0
750,0,31.0,1,0.0,166.0,4.0,2177.0,342.0,0,0789,01,3,0,0,0,0,0,1,0,0,0,8,2689.0,2689.0,1,0,0,0,0,0,0,0,0,1
751,0,30.0,0,0.0,142.0,870.0,89.0,3497.0,0,0789,02,3,0,0,0,0,0,1,0,0,0,8,4598.0,4598.0,1,0,0,0,0,0,0,0,0,1
752,1,26.0,0,0.0,0.0,0.0,0.0,0.0,1,0789,03,3,0,0,0,0,0,1,0,0,0,8,0.0,0.0,1,0,0,0,0,0,0,0,0,1
753,1,20.0,0,0.0,0.0,0.0,0.0,0.0,1,0790,01,1,0,1,0,0,0,0,0,0,0,119,0.0,0.0,0,0,0,0,0,0,1,0,0,1
754,1,24.0,0,0.0,0.0,0.0,0.0,0.0,0,0791,01,1,0,1,0,0,0,0,0,0,0,115,0.0,0.0,0,0,0,0,0,0,1,0,1,0
755,0,39.0,0,0.0,0.0,0.0,7.0,766.0,0,0793,01,1,0,1,0,0,0,0,0,0,0,117,773.0,773.0,0,0,0,0,0,0,1,0,1,0
756,1,19.0,0,0.0,0.0,0.0,0.0,0.0,1,0794,01,2,0,0,0,0,0,0,1,0,0,144,0.0,0.0,0,0,0,0,0,1,0,0,0,1
757,1,27.0,0,0.0,0.0,0.0,0.0,0.0,1,0794,02,2,0,0,0,0,0,0,1,0,0,144,0.0,0.0,0,0,0,0,0,1,0,0,0,1
758,0,34.0,0,0.0,0.0,0.0,874.0,0.0,0,0795,01,1,0,0,1,0,0,0,0,0,0,145,874.0,874.0,0,0,0,0,0,1,0,0,0,1
759,1,28.0,0,0.0,0.0,0.0,0.0,0.0,1,0796,01,1,0,0,0,1,0,0,0,0,0,28,0.0,0.0,0,0,0,1,0,0,0,0,0,1
760,0,29.0,0,0.0,0.0,0.0,0.0,645.0,0,0797,01,1,0,0,1,0,0,0,0,0,0,146,645.0,645.0,0,0,0,0,0,1,0,0,0,1
761,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0798,01,1,0,0,0,0,0,0,0,1,0,147,0.0,0.0,0,0,0,0,0,1,0,0,0,1
762,0,51.0,0,0.0,3462.0,5.0,1590.0,4.0,0,0799,01,1,0,0,0,1,0,0,0,0,0,6,5061.0,5061.0,1,0,0,0,0,0,0,0,1,0
763,1,1.0,0,0.0,0.0,0.0,0.0,0.0,1,0802,01,1,0,0,0,0,0,0,0,0,1,148,0.0,0.0,0,0,0,0,0,1,0,0,0,1
764,0,36.0,1,0.0,13248.0,100.0,1953.0,1.0,1,0805,01,1,0,0,0,1,0,0,0,0,0,29,15302.0,15302.0,0,0,1,0,0,0,0,0,1,0
765,0,31.0,0,183.0,0.0,32.0,0.0,1171.0,0,0806,01,2,0,0,1,0,0,0,0,0,0,149,1386.0,1386.0,0,0,0,0,0,1,0,0,0,1
766,0,1.0,0,0.0,0.0,0.0,0.0,0.0,1,0806,02,2,0,0,1,0,0,0,0,0,0,120,0.0,0.0,0,0,0,0,0,0,1,0,0,1
767,0,31.0,0,159.0,110.0,701.0,0.0,10.0,0,0808,01,1,0,0,1,0,0,0,0,0,0,57,980.0,980.0,0,0,0,0,1,0,0,0,0,1
768,0,10.0,0,0.0,0.0,0.0,0.0,0.0,1,0809,01,4,0,0,0,0,0,0,0,0,1,151,0.0,0.0,0,0,0,0,0,1,0,0,0,1
769,0,26.0,0,1227.0,42.0,1.0,0.0,0.0,0,0809,02,4,0,0,0,0,0,0,0,0,1,151,1270.0,1270.0,0,0,0,0,0,1,0,0,0,1
770,0,42.0,0,836.0,0.0,51.0,304.0,0.0,0,0809,03,4,0,0,0,0,0,0,0,0,1,151,1191.0,1191.0,0,0,0,0,0,1,0,0,0,1
771,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0809,04,4,0,0,0,0,0,0,0,0,1,151,0.0,0.0,0,0,0,0,0,1,0,0,0,1
772,0,41.0,0,1209.0,0.0,0.0,0.0,833.0,0,0811,01,3,0,0,0,0,0,0,0,1,0,152,2042.0,2042.0,0,0,0,0,0,1,0,0,0,1
773,1,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0811,02,3,0,0,0,0,0,0,0,0,1,152,0.0,0.0,0,0,0,0,0,1,0,0,0,1
774,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0811,03,3,0,0,0,0,0,0,0,0,1,152,0.0,0.0,0,0,0,0,0,1,0,0,0,1
775,1,59.0,0,0.0,0.0,0.0,0.0,0.0,1,0813,01,1,0,0,0,0,0,0,0,0,1,169,0.0,0.0,0,0,0,0,0,1,0,0,1,0
776,0,13.0,0,2.0,1.0,30.0,0.0,0.0,0,0815,01,1,0,0,1,0,0,0,0,0,0,59,33.0,33.0,0,0,0,0,1,0,0,0,0,1
777,0,24.0,0,0.0,284.0,0.0,4614.0,438.0,0,0816,01,1,0,0,0,1,0,0,0,0,0,60,5336.0,5336.0,0,0,0,0,1,0,0,0,0,1
778,1,20.0,0,0.0,0.0,0.0,0.0,0.0,0,0817,01,1,0,0,1,0,0,0,0,0,0,119,0.0,0.0,0,0,0,0,0,0,1,0,1,0
779,0,71.0,1,0.0,0.0,0.0,0.0,0.0,1,0818,01,1,0,0,0,0,0,1,0,0,0,29,0.0,0.0,0,1,0,0,0,0,0,0,0,1
780,1,23.0,0,0.0,0.0,0.0,0.0,0.0,1,0819,01,1,0,1,0,0,0,0,0,0,0,121,0.0,0.0,0,0,0,0,0,0,1,0,0,1
781,0,15.0,0,0.0,59.0,714.0,0.0,3.0,1,0820,01,2,1,0,0,0,0,0,0,0,0,154,776.0,776.0,0,0,0,0,0,1,0,0,0,1
782,0,18.0,0,751.0,0.0,0.0,0.0,0.0,0,0820,02,2,0,0,1,0,0,0,0,0,0,122,751.0,751.0,0,0,0,0,0,0,1,0,0,1
783,0,19.0,0,0.0,561.0,10.0,0.0,161.0,1,0822,01,1,0,0,1,0,0,0,0,0,0,156,732.0,732.0,0,0,0,0,0,1,0,0,0,1
784,1,4.0,0,0.0,0.0,0.0,0.0,0.0,1,0823,01,2,1,0,0,0,0,0,0,0,0,123,0.0,0.0,0,0,0,0,0,0,1,0,0,1
785,0,42.0,0,0.0,0.0,739.0,0.0,0.0,1,0823,02,2,1,0,0,0,0,0,0,0,0,123,739.0,739.0,0,0,0,0,0,0,1,0,0,1
786,0,51.0,0,815.0,0.0,343.0,55.0,0.0,0,0824,01,1,0,0,0,0,0,0,0,0,1,158,1213.0,1213.0,0,0,0,0,0,1,0,0,0,1
787,1,13.0,0,0.0,0.0,0.0,0.0,0.0,1,0825,01,1,0,0,1,0,0,0,0,0,0,120,0.0,0.0,0,0,0,0,0,0,1,0,1,0
788,0,27.0,0,174.0,653.0,0.0,0.0,0.0,1,0826,01,1,0,0,1,0,0,0,0,0,0,159,827.0,827.0,0,0,0,0,0,1,0,0,0,1
789,0,42.0,0,786.0,0.0,22.0,59.0,0.0,0,0828,01,2,0,0,1,0,0,0,0,0,0,159,867.0,867.0,0,0,0,0,0,1,0,0,0,1
790,0,41.0,0,324.0,2.0,0.0,7.0,26.0,1,0828,02,2,0,0,1,0,0,0,0,0,0,159,359.0,359.0,0,0,0,0,0,1,0,0,0,1
791,0,21.0,0,15.0,0.0,2695.0,2.0,0.0,1,0829,01,1,0,1,0,0,0,0,0,0,0,170,2712.0,2712.0,0,0,0,0,0,1,0,0,1,0
792,0,31.0,0,14.0,5.0,0.0,795.0,0.0,1,0830,01,1,0,0,1,0,0,0,0,0,0,171,814.0,814.0,0,0,0,0,0,1,0,0,1,0
793,1,36.0,0,0.0,0.0,0.0,0.0,0.0,1,0833,01,1,0,0,0,1,0,0,0,0,0,173,0.0,0.0,0,0,0,0,0,1,0,0,1,0
794,0,31.0,0,0.0,0.0,0.0,838.0,27.0,0,0834,01,1,0,0,1,0,0,0,0,0,0,173,865.0,865.0,0,0,0,0,0,1,0,0,1,0
795,0,14.0,0,77.0,0.0,9.0,424.0,166.0,0,0835,01,1,1,0,0,0,0,0,0,0,0,124,676.0,676.0,0,0,0,0,0,0,1,0,0,1
796,0,32.0,1,494.0,701.0,71.0,0.0,0.0,0,0836,01,1,0,0,0,0,0,0,0,1,0,160,1266.0,1266.0,0,0,0,0,0,1,0,0,0,1
797,0,32.0,0,0.0,179.0,0.0,0.0,5152.0,0,0839,01,1,0,0,0,0,0,1,0,0,0,30,5331.0,5331.0,0,1,0,0,0,0,0,0,0,1
798,0,27.0,0,663.0,1111.0,0.0,0.0,2.0,0,0840,01,1,0,0,1,0,0,0,0,0,0,123,1776.0,1776.0,0,0,0,0,0,0,1,0,1,0
799,0,57.0,0,2651.0,2956.0,0.0,266.0,1300.0,0,0845,01,1,0,0,0,1,0,0,0,0,0,31,7173.0,7173.0,0,1,0,0,0,0,0,0,0,1
800,1,13.0,0,0.0,0.0,0.0,0.0,0.0,0,0846,01,1,0,0,1,0,0,0,0,0,0,125,0.0,0.0,0,0,0,0,0,0,1,0,0,1
801,1,30.0,0,0.0,0.0,0.0,0.0,0.0,1,0848,01,2,0,0,0,0,0,0,0,0,1,175,0.0,0.0,0,0,0,0,0,1,0,0,1,0
802,1,14.0,0,0.0,0.0,0.0,0.0,0.0,1,0848,02,2,0,0,0,0,0,0,0,0,1,175,0.0,0.0,0,0,0,0,0,1,0,0,1,0
803,0,27.0,0,0.0,0.0,0.0,0.0,0.0,1,0849,01,2,0,0,0,0,0,1,0,0,0,32,0.0,0.0,0,1,0,0,0,0,0,0,0,1
804,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,0849,02,2,0,0,0,1,0,0,0,0,0,32,0.0,0.0,0,1,0,0,0,0,0,0,0,1
805,1,54.0,0,0.0,0.0,0.0,0.0,0.0,1,0850,01,1,0,0,0,0,0,0,0,0,1,62,0.0,0.0,0,0,0,0,1,0,0,0,0,1
806,0,23.0,0,217.0,378.0,19.0,1.0,12.0,0,0851,01,1,1,0,0,0,0,0,0,0,0,176,627.0,627.0,0,0,0,0,0,1,0,0,1,0
807,1,38.0,0,0.0,0.0,0.0,0.0,0.0,1,0853,01,1,1,0,0,0,0,0,0,0,0,9,0.0,0.0,1,0,0,0,0,0,0,0,0,1
808,1,32.0,0,0.0,0.0,0.0,0.0,0.0,1,0859,01,1,0,0,1,0,0,0,0,0,0,127,0.0,0.0,0,0,0,0,0,0,1,0,0,1
809,0,24.0,0,34.0,7.0,320.0,0.0,427.0,0,0860,01,1,0,0,1,0,0,0,0,0,0,48,788.0,788.0,0,0,0,0,1,0,0,0,1,0
810,1,36.0,0,0.0,0.0,0.0,0.0,0.0,0,0863,01,3,0,0,1,0,0,0,0,0,0,129,0.0,0.0,0,0,0,0,0,0,1,0,0,1
811,0,11.0,0,0.0,0.0,0.0,0.0,0.0,0,0863,02,3,0,0,1,0,0,0,0,0,0,129,0.0,0.0,0,0,0,0,0,0,1,0,0,1
812,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0,0863,03,3,0,0,1,0,0,0,0,0,0,129,0.0,0.0,0,0,0,0,0,0,1,0,0,1
813,1,36.0,0,0.0,0.0,0.0,0.0,0.0,1,0865,01,2,0,0,0,1,0,0,0,0,0,35,0.0,0.0,0,1,0,0,0,0,0,0,0,1
814,1,22.0,0,0.0,0.0,0.0,0.0,0.0,1,0865,02,2,0,0,0,1,0,0,0,0,0,35,0.0,0.0,0,1,0,0,0,0,0,0,0,1
815,0,9.0,0,2.0,850.0,18.0,2.0,0.0,0,0867,01,1,0,0,1,0,0,0,0,0,0,163,872.0,872.0,0,0,0,0,0,1,0,0,0,1
816,1,37.0,0,0.0,0.0,0.0,0.0,0.0,1,0868,01,1,0,0,1,0,0,0,0,0,0,130,0.0,0.0,0,0,0,0,0,0,1,0,0,1
817,0,55.0,0,280.0,0.0,444.0,0.0,0.0,0,0869,01,1,0,0,1,0,0,0,0,0,0,164,724.0,724.0,0,0,0,0,0,1,0,0,0,1
